customer_id,name,state,is_rural,signup_date,age
CUST000035,Advay Contractor,Kerala,True,2025-04-09,20
CUST000036,Harini Choudhury,West Bengal,True,2025-01-08,35
CUST000037,Radhika Dugar,Maharashtra,False,2025-01-14,55
CUST000038,Aarush Lall,Madhya Pradesh,True,2024-08-02,60
CUST000039,Yashica Cherian,Rajasthan,False,2025-12-19,20
CUST000040,Yashica Issac,Maharashtra,False,2024-03-14,22
CUST000041,Kashvi Edwin,Karnataka,True,2025-10-12,41
CUST000042,Ekiya Suresh,Uttar Pradesh,True,2025-06-30,51
CUST000043,Isaac Patil,Jharkhand,False,2024-06-16,64
CUST000044,Wriddhish Bhardwaj,West Bengal,True,2025-01-23,56
CUST000045,Farhan Chada,Madhya Pradesh,True,2025-10-17,41
CUST000046,Ekapad Walia,West Bengal,False,2024-08-12,53
CUST000047,Kabir Soman,Karnataka,True,2024-02-27,45
CUST000048,Alka Wable,Karnataka,False,2024-02-02,51
CUST000049,Siddharth Zacharia,Bihar,True,2025-02-14,33
CUST000050,Devika Rastogi,Telangana,True,2024-03-08,53
CUST000051,Raksha Varughese,Punjab,True,2025-08-03,24
CUST000052,Jai Kota,Jharkhand,False,2024-08-05,35
CUST000053,Devansh Nigam,Assam,False,2025-05-26,23
CUST000054,Victor Kannan,Gujarat,False,2025-10-20,45
CUST000055,Ekavir Bhargava,Jharkhand,True,2024-05-26,56
CUST000056,Ekansh Balay,Uttar Pradesh,True,2024-05-22,51
CUST000057,Ekavir Varkey,Bihar,True,2025-07-28,58
CUST000058,Arya Sunder,Uttar Pradesh,True,2024-09-26,46
CUST000059,Kevin Solanki,West Bengal,True,2025-03-14,21
CUST000060,Urvashi Ray,Tamil Nadu,False,2025-02-12,31
CUST000061,Girindra Chatterjee,West Bengal,True,2024-08-12,22
CUST000062,Irya Sampath,Kerala,False,2025-06-05,42
CUST000063,Unni Bhagat,Tamil Nadu,True,2024-04-03,56
CUST000064,Darsh Rau,West Bengal,False,2024-04-22,25
CUST000065,Ikbal Kothari,Karnataka,True,2025-10-04,32
CUST000066,Ranveer Yadav,Maharashtra,True,2025-11-27,36
CUST000067,Logan Sami,Punjab,True,2025-09-02,28
CUST000068,Arya Shere,Uttar Pradesh,True,2025-01-29,37
CUST000069,Faqid Savant,Telangana,True,2025-09-02,53
CUST000070,Chandresh Zachariah,Punjab,True,2025-06-25,35
CUST000071,Girik Khalsa,Bihar,True,2025-07-20,31
CUST000072,Niharika Sunder,Uttar Pradesh,False,2025-11-27,55
CUST000073,Tanay Rattan,Kerala,False,2025-11-29,42
CUST000074,Nitesh Raghavan,Odisha,False,2024-09-30,33
CUST000075,Madhavi Lanka,Odisha,True,2024-12-14,35
CUST000076,Bhavika Sampath,Punjab,True,2024-10-27,18
CUST000077,Mohammed Gupta,Uttar Pradesh,True,2024-06-10,57
CUST000078,Teerth Bhardwaj,Tamil Nadu,True,2024-01-04,18
CUST000079,Dipta Bhandari,Maharashtra,True,2025-05-27,18
CUST000080,Vansha Thakkar,Assam,True,2025-06-03,38
CUST000081,Dakshesh Trivedi,Madhya Pradesh,True,2025-10-02,42
CUST000082,Quincy Biswas,West Bengal,True,2025-10-16,44
CUST000083,Wahab Raval,Uttar Pradesh,True,2025-09-15,27
CUST000084,Yatin Baral,West Bengal,False,2024-06-05,29
CUST000085,Oni Virk,West Bengal,False,2024-06-14,45
CUST000086,Advika Jayaraman,Odisha,False,2025-06-27,49
CUST000087,William Lanka,Madhya Pradesh,False,2025-09-05,50
CUST000088,Karan Mital,Assam,True,2025-05-15,25
CUST000089,Diya Bora,Rajasthan,False,2024-04-24,59
CUST000090,Tara Chaudhry,Maharashtra,False,2024-11-10,43
CUST000091,Tanay Toor,Odisha,True,2024-02-29,59
CUST000092,Kevin Palla,Punjab,True,2025-08-03,58
CUST000093,Yash Pingle,Gujarat,False,2024-03-28,19
CUST000094,Nakul Sarma,Punjab,True,2024-03-11,52
CUST000095,Abhiram Mistry,Karnataka,False,2024-05-08,51
CUST000096,Krish Lalla,Karnataka,True,2025-11-06,23
CUST000097,Hredhaan Dugal,Rajasthan,True,2025-07-16,48
CUST000098,Baghyawati Kade,Uttar Pradesh,True,2024-09-28,40
CUST000099,Samar Lalla,Maharashtra,True,2025-09-13,29
CUST000100,Zayan Behl,Uttar Pradesh,False,2024-08-04,45
CUST000101,Pallavi Malhotra,Madhya Pradesh,False,2025-12-07,32
CUST000102,Aarush Nath,West Bengal,True,2025-12-31,36
CUST000103,Adweta Edwin,Karnataka,True,2025-02-12,29
CUST000104,Prisha Andra,Assam,False,2025-01-17,19
CUST000105,Faqid Dixit,Bihar,True,2025-06-13,28
CUST000106,Kala Divan,Tamil Nadu,True,2024-05-03,61
CUST000107,Joshua Barman,Punjab,True,2024-08-18,54
CUST000108,Janya Baral,Bihar,False,2024-12-12,55
CUST000109,Shivansh Krish,Uttar Pradesh,False,2025-08-25,42
CUST000110,Irya Ray,West Bengal,True,2024-08-23,60
CUST000111,Warjas Gaba,Maharashtra,True,2024-08-13,38
CUST000112,Nitara Bakshi,Jharkhand,False,2024-03-13,59
CUST000113,Gaurangi Sabharwal,Kerala,False,2024-03-01,53
CUST000114,Amara Dutta,Madhya Pradesh,True,2024-03-10,26
CUST000115,Lavanya Barad,Assam,True,2024-12-04,29
CUST000116,Tristan Iyengar,Kerala,False,2025-06-10,27
CUST000117,Inaya Mody,Bihar,True,2024-10-12,63
CUST000118,Udant Bajwa,Assam,True,2024-08-07,22
CUST000119,Mohini Narasimhan,Karnataka,True,2024-05-15,50
CUST000120,Ekaraj Mallick,Kerala,True,2025-08-13,22
CUST000121,Yashodhara Ratta,Assam,False,2024-09-05,33
CUST000122,Ayaan D’Alia,West Bengal,True,2025-02-20,54
CUST000123,Pranav Lanka,Maharashtra,False,2024-04-06,54
CUST000124,Ikbal Saraf,Bihar,True,2025-11-05,46
CUST000125,Dipta Sarin,Rajasthan,True,2024-12-28,35
CUST000126,Lekha Gupta,Kerala,True,2025-02-24,46
CUST000127,Chaitanya Sarin,Assam,False,2024-02-25,23
CUST000128,Zinal Yohannan,Uttar Pradesh,False,2025-10-23,35
CUST000129,Januja Sankar,Karnataka,True,2024-03-03,49
CUST000130,Ganga Murthy,Rajasthan,False,2024-12-13,59
CUST000131,Charita Tripathi,Bihar,True,2024-09-11,64
CUST000132,Nilima Narain,Maharashtra,False,2024-07-13,48
CUST000133,Chakrika Datta,Tamil Nadu,True,2025-04-04,28
CUST000134,Osha Raghavan,Jharkhand,False,2025-03-08,43
CUST000135,Charvi Ravi,West Bengal,True,2024-10-12,45
CUST000136,Daksha Mangat,Karnataka,True,2024-09-12,44
CUST000137,Qushi Nagy,Odisha,False,2025-03-29,36
CUST000138,Riya Sathe,Tamil Nadu,True,2024-04-10,62
CUST000139,Yasti Solanki,Telangana,True,2025-10-29,44
CUST000140,Frado Mander,Telangana,True,2024-01-16,37
CUST000141,Girik Keer,Bihar,False,2024-08-30,20
CUST000142,Umang Issac,Karnataka,False,2025-02-20,33
CUST000143,Aryan Batra,West Bengal,True,2025-05-07,56
CUST000144,Vaishnavi Bora,West Bengal,False,2025-02-14,61
CUST000145,Oeshi Hayer,Uttar Pradesh,True,2024-06-17,46
CUST000146,Warda Ratta,Gujarat,True,2024-01-03,32
CUST000147,Manbir Ahluwalia,Karnataka,False,2024-09-28,47
CUST000148,Pavani Kanda,Uttar Pradesh,True,2024-10-19,57
CUST000149,Zarna Shetty,West Bengal,True,2025-12-14,18
CUST000150,Zaid Dara,Jharkhand,True,2025-11-08,46
CUST000151,Kiaan Shetty,Bihar,False,2024-06-07,47
CUST000152,Saanvi Thaman,Maharashtra,True,2024-10-30,57
CUST000153,Sanaya Dutt,Karnataka,False,2024-02-29,63
CUST000154,Shivani Lad,Telangana,False,2025-07-09,49
CUST000155,Aradhana Verma,Bihar,True,2024-11-17,27
CUST000156,William Maharaj,Madhya Pradesh,False,2024-02-21,44
CUST000157,Faras Mangal,Punjab,True,2025-05-03,25
CUST000158,Anita Nayak,Bihar,True,2025-06-27,53
CUST000159,Faris Devi,Odisha,False,2024-02-28,59
CUST000160,Vihaan Rajagopal,Tamil Nadu,False,2024-03-23,52
CUST000161,Tanish Bhatt,Madhya Pradesh,True,2024-03-11,53
CUST000162,Nikita Narayanan,Madhya Pradesh,True,2024-03-10,53
CUST000163,Ojasvi Bhatia,Karnataka,True,2025-02-17,42
CUST000164,Osha Ramachandran,Maharashtra,True,2025-08-06,37
CUST000165,Lajita Sood,Kerala,True,2025-08-15,62
CUST000166,Indira Misra,West Bengal,True,2024-02-10,34
CUST000167,Oni Yohannan,Bihar,False,2024-03-24,40
CUST000168,Vinaya Kanda,Uttar Pradesh,True,2025-11-04,42
CUST000169,Rajata Sunder,Gujarat,True,2025-08-01,48
CUST000170,Lopa Nayar,Madhya Pradesh,False,2024-11-19,23
CUST000171,Noah Sibal,Uttar Pradesh,False,2024-07-28,52
CUST000172,Avi Ramesh,Karnataka,True,2024-09-01,21
CUST000173,Fiyaz Sangha,Bihar,True,2025-02-09,57
CUST000174,Triya Gopal,Madhya Pradesh,False,2025-11-18,37
CUST000175,Abha Raghavan,Maharashtra,True,2024-11-03,58
CUST000176,Siddharth Sha,Odisha,True,2024-11-19,18
CUST000177,Geetika Raghavan,Tamil Nadu,False,2024-01-10,62
CUST000178,Oviya Krishnan,Jharkhand,True,2025-09-28,43
CUST000179,Upma Bahl,Maharashtra,True,2024-04-12,51
CUST000180,Inaya Kapur,Tamil Nadu,True,2025-07-04,27
CUST000181,Banjeet Balasubramanian,Maharashtra,True,2025-06-02,40
CUST000182,Ryan Bahri,Jharkhand,True,2024-05-15,41
CUST000183,William Date,Assam,False,2024-03-11,30
CUST000184,Ishwar Kamdar,West Bengal,True,2025-01-13,46
CUST000185,Aahana Pillay,Madhya Pradesh,True,2024-06-10,63
CUST000186,Ishwar Gade,Kerala,True,2025-07-10,44
CUST000187,Hritik Bal,Karnataka,False,2025-09-18,48
CUST000188,Keya Ranganathan,Karnataka,True,2025-06-25,60
CUST000189,Faqid Kibe,Bihar,True,2025-11-14,27
CUST000190,Charvi Dara,Maharashtra,False,2024-11-02,48
CUST000191,Idika Walia,Assam,True,2024-05-17,56
CUST000192,Kamala Biswas,Assam,True,2024-04-28,27
CUST000193,Advik Salvi,Madhya Pradesh,True,2025-07-20,41
CUST000194,Hitesh Sant,Tamil Nadu,True,2024-10-05,50
CUST000195,Tripti Dua,Tamil Nadu,True,2025-09-11,31
CUST000196,Patrick Vig,Odisha,False,2024-12-17,52
CUST000197,Veda Shroff,Assam,True,2025-12-04,62
CUST000198,Amrita Naidu,Assam,True,2024-09-27,51
CUST000199,Gabriel Mallick,Punjab,True,2025-05-15,34
CUST000200,Yagnesh Shetty,Madhya Pradesh,True,2024-02-22,38
CUST000201,Gayathri Balakrishnan,Uttar Pradesh,True,2025-10-11,49
CUST000202,Ekta Gopal,Maharashtra,False,2024-10-10,20
CUST000203,Simon Pant,Assam,True,2024-01-04,32
CUST000204,Harini Mammen,Gujarat,False,2024-05-13,25
CUST000205,Advaith Varughese,Uttar Pradesh,True,2024-09-25,49
CUST000206,Frederick Khurana,Maharashtra,True,2025-03-28,55
CUST000207,Vrinda Khosla,Madhya Pradesh,True,2025-12-23,43
CUST000208,Vritti Sem,Uttar Pradesh,True,2025-07-28,47
CUST000209,Girik Menon,Maharashtra,True,2024-04-24,26
CUST000210,Nidhi Kohli,Karnataka,True,2025-12-08,49
CUST000211,Jyoti Solanki,Odisha,False,2025-07-12,28
CUST000212,Pavani Narayanan,Madhya Pradesh,True,2025-01-13,39
CUST000213,Sudiksha Madan,Bihar,True,2025-07-19,51
CUST000214,Zayan Kashyap,Odisha,True,2025-03-16,58
CUST000215,Reyansh Mutti,Bihar,True,2024-02-12,35
CUST000216,Qasim Handa,West Bengal,True,2025-01-08,36
CUST000217,Veda Malhotra,Punjab,True,2025-01-01,35
CUST000218,Harish Hari,Madhya Pradesh,True,2025-11-29,54
CUST000219,Utkarsh Patel,Kerala,False,2025-11-13,35
CUST000220,Chasmum Atwal,Madhya Pradesh,False,2024-12-28,29
CUST000221,Anusha Bath,Gujarat,True,2025-02-20,21
CUST000222,Brinda Date,Maharashtra,True,2024-06-07,64
CUST000223,Harshil Arora,Tamil Nadu,False,2024-06-15,60
CUST000224,Upasna Srinivas,West Bengal,True,2025-02-26,44
CUST000225,Harini Gour,Bihar,True,2024-07-02,22
CUST000226,Zayyan Sridhar,Telangana,True,2025-02-25,23
CUST000227,Dhruv Rattan,Tamil Nadu,True,2024-09-30,30
CUST000228,Ethan Bera,Assam,True,2025-12-19,40
CUST000229,Manthan Modi,Madhya Pradesh,True,2025-01-26,59
CUST000230,Yuvraj Dani,Punjab,True,2025-04-26,42
CUST000231,Upkaar Virk,Karnataka,True,2024-07-23,63
CUST000232,Shravya Savant,Gujarat,False,2024-12-24,21
CUST000233,Pushti Mody,Karnataka,True,2024-08-21,49
CUST000234,Hardik Johal,Bihar,True,2024-01-25,61
CUST000235,Aishani Bumb,Odisha,True,2025-02-12,32
CUST000236,Wriddhish Ghose,West Bengal,False,2024-10-12,43
CUST000237,Naksh Agate,Uttar Pradesh,False,2024-10-12,59
CUST000238,Shravya Singhal,Madhya Pradesh,False,2025-10-18,28
CUST000239,Bachittar Kata,Bihar,True,2025-02-13,26
CUST000240,Barkha Setty,Jharkhand,False,2024-12-05,28
CUST000241,Vivaan Lalla,Jharkhand,False,2024-04-28,19
CUST000242,Pavani Contractor,Jharkhand,True,2024-07-01,62
CUST000243,Manthan Lata,Tamil Nadu,True,2024-09-28,44
CUST000244,Ekbal Bhasin,Uttar Pradesh,True,2024-04-21,43
CUST000245,Damyanti Mani,Jharkhand,False,2025-03-20,25
CUST000246,Jeet Sidhu,Rajasthan,True,2024-11-17,38
CUST000247,Neha Magar,Telangana,True,2025-09-12,38
CUST000248,Raksha Buch,Telangana,False,2024-04-28,25
CUST000249,Rachana Naidu,Kerala,False,2025-08-13,18
CUST000250,Atharv Chand,West Bengal,False,2024-09-17,55
CUST000251,Ansh Luthra,Tamil Nadu,False,2025-12-26,30
CUST000252,Parth Singhal,Kerala,True,2024-01-02,26
CUST000253,Arunima Golla,West Bengal,False,2025-07-05,45
CUST000254,Vyanjana Chand,Maharashtra,True,2025-01-07,23
CUST000255,Ijaya Rege,Gujarat,False,2024-03-12,64
CUST000256,Ekani Cheema,Jharkhand,True,2025-09-30,40
CUST000257,Forum Sabharwal,Odisha,False,2025-11-10,53
CUST000258,Bhavya Rattan,Gujarat,True,2024-11-03,34
CUST000259,Suhani Chakrabarti,Maharashtra,False,2024-11-12,26
CUST000260,Zayyan Naik,Gujarat,True,2024-11-30,29
CUST000261,Netra Varkey,Telangana,True,2025-12-14,39
CUST000262,Turvi Sachdev,Maharashtra,False,2025-07-21,29
CUST000263,Raghav Vasa,Karnataka,True,2024-07-15,23
CUST000264,Wishi Sathe,Assam,False,2025-11-11,61
CUST000265,Samar Loke,Odisha,True,2025-11-24,26
CUST000266,Bhavna Sarma,Odisha,False,2025-09-22,54
CUST000267,Jairaj Balakrishnan,Odisha,True,2024-11-04,20
CUST000268,Nathan Mukhopadhyay,Tamil Nadu,True,2025-07-15,51
CUST000269,Nikita Chander,West Bengal,False,2024-11-07,25
CUST000270,Ishaan Shenoy,Kerala,True,2024-08-03,27
CUST000271,Mitesh Tara,Kerala,True,2025-08-16,64
CUST000272,Yashodhara Mahajan,Assam,True,2025-11-01,58
CUST000273,Vasudha Sodhi,Jharkhand,True,2025-04-21,59
CUST000274,Tanmayi Dhillon,Karnataka,True,2025-03-28,60
CUST000275,Rayaan Trivedi,Karnataka,False,2025-06-07,26
CUST000276,Ekaraj Majumdar,Punjab,True,2024-06-22,31
CUST000277,Harini Tripathi,Madhya Pradesh,True,2024-03-27,54
CUST000278,Aarnav Mandal,Odisha,True,2025-06-11,44
CUST000279,Vrishti Dixit,Punjab,True,2025-09-26,58
CUST000280,Veda Pai,Assam,True,2024-04-05,49
CUST000281,Krishna Shah,Tamil Nadu,False,2025-11-19,21
CUST000282,Ranbir Khare,Tamil Nadu,False,2024-08-18,19
CUST000283,Vivaan Roy,Maharashtra,True,2024-05-30,50
CUST000284,Eesha Solanki,Gujarat,True,2024-02-17,38
CUST000285,Libni Doshi,Uttar Pradesh,False,2025-05-01,18
CUST000286,Balhaar Date,Rajasthan,True,2024-03-15,61
CUST000287,Harish Sarraf,Karnataka,True,2025-02-28,28
CUST000288,Tanmayi Aurora,West Bengal,True,2025-08-12,18
CUST000289,Nimrat Dubey,Gujarat,True,2025-12-14,63
CUST000290,Upasna Lanka,Uttar Pradesh,False,2025-05-21,28
CUST000291,Mitali Buch,Uttar Pradesh,False,2024-09-06,24
CUST000292,Lajita Nadig,Kerala,True,2025-11-02,19
CUST000293,Balendra Biswas,Tamil Nadu,True,2024-04-19,32
CUST000294,Bhavna Karan,Maharashtra,False,2024-08-12,25
CUST000295,Radha Chaudhari,Karnataka,False,2025-12-13,64
CUST000296,Sachi Ganesan,Punjab,True,2025-04-20,43
CUST000297,Ayush Batra,Bihar,False,2025-07-24,57
CUST000298,Daksh Memon,Madhya Pradesh,True,2024-05-04,59
CUST000299,Kavya Sankar,Uttar Pradesh,False,2024-05-16,52
CUST000300,Yash Wali,Uttar Pradesh,False,2025-11-14,63
CUST000301,Pranit Garde,Karnataka,True,2025-07-26,58
CUST000302,Farhan Raja,Karnataka,False,2024-11-20,58
CUST000303,Widisha Dhar,Madhya Pradesh,True,2025-09-19,38
CUST000304,Triya Kumar,Odisha,True,2025-03-12,55
CUST000305,Aadhya Andra,Telangana,True,2025-04-01,25
CUST000306,Bhavna Dugar,Karnataka,True,2025-05-01,60
CUST000307,Riya Pai,West Bengal,True,2024-09-22,49
CUST000308,Panini Krishna,Punjab,True,2025-10-14,25
CUST000309,Chasmum Issac,West Bengal,True,2025-06-17,61
CUST000310,Vasudha Chhabra,Rajasthan,True,2025-10-03,27
CUST000311,Lakshmi Parmer,Uttar Pradesh,True,2024-10-08,40
CUST000312,Chakrika Bains,Uttar Pradesh,True,2024-03-20,21
CUST000313,Anvi Anand,Telangana,True,2024-08-28,55
CUST000314,Watika Mangat,Kerala,True,2024-12-09,47
CUST000315,Indira Kanda,Odisha,True,2025-07-07,58
CUST000316,Zashil Devan,Tamil Nadu,False,2024-05-21,40
CUST000317,Balveer More,Maharashtra,False,2024-08-24,22
CUST000318,Bahadurjit Patla,Maharashtra,False,2025-12-11,38
CUST000319,Gautam Merchant,Bihar,True,2025-12-24,23
CUST000320,Ojasvi Gill,Karnataka,True,2024-03-06,34
CUST000321,Kevin Zacharia,Odisha,False,2025-02-21,42
CUST000322,Yachana Mahajan,Madhya Pradesh,True,2025-07-09,41
CUST000323,Aarini Subramaniam,West Bengal,True,2025-03-01,39
CUST000324,Hamsini Contractor,Jharkhand,True,2024-07-30,30
CUST000325,Faqid Dhaliwal,Odisha,False,2025-02-02,34
CUST000326,Mekhala Pau,Karnataka,True,2025-12-13,31
CUST000327,Megha Atwal,Gujarat,False,2025-08-12,51
CUST000328,Jatin Sha,Rajasthan,False,2025-05-03,43
CUST000329,Adweta Raj,Bihar,True,2024-12-26,36
CUST000330,Hritik Kaur,Tamil Nadu,False,2025-02-03,43
CUST000331,Aryan Narang,Punjab,True,2025-07-05,20
CUST000332,Dev Shetty,Uttar Pradesh,False,2025-09-09,19
CUST000333,Nilima Dada,Maharashtra,True,2025-05-14,45
CUST000334,Chakradev Barad,Uttar Pradesh,False,2024-10-06,19
CUST000335,Waida D’Alia,Uttar Pradesh,True,2025-05-12,39
CUST000336,Wahab Yogi,Kerala,False,2025-02-02,24
CUST000337,Lipika Setty,Odisha,True,2025-11-15,21
CUST000338,Oni Dubey,Rajasthan,True,2024-06-18,55
CUST000339,Hardik Suri,Maharashtra,False,2024-05-10,56
CUST000340,Ati Bali,Karnataka,False,2025-06-30,37
CUST000341,Teerth Sawhney,Rajasthan,True,2025-02-07,23
CUST000342,Warinder Patil,Maharashtra,True,2025-07-31,26
CUST000343,Jhalak Parmer,Rajasthan,True,2024-03-26,48
CUST000344,Mitali Majumdar,Tamil Nadu,False,2025-03-14,43
CUST000345,Jason Sha,Gujarat,False,2025-04-17,53
CUST000346,Simon Bail,Madhya Pradesh,False,2024-02-21,43
CUST000347,Gauri Kohli,Uttar Pradesh,True,2025-01-23,45
CUST000348,Samesh Biswas,Tamil Nadu,True,2024-08-04,22
CUST000349,Tarak Kaul,Madhya Pradesh,False,2024-11-30,27
CUST000350,Manbir Agate,Karnataka,False,2025-01-23,35
CUST000351,Maanav De,Kerala,True,2025-03-07,32
CUST000352,Owen Choudhary,Madhya Pradesh,False,2024-03-24,50
CUST000353,Karan Aurora,Maharashtra,True,2024-01-20,22
CUST000354,Wazir Naik,Uttar Pradesh,True,2024-02-23,54
CUST000355,Owen Lanka,Madhya Pradesh,True,2024-08-17,57
CUST000356,Jonathan Sama,Uttar Pradesh,True,2024-03-11,39
CUST000357,Devansh Soni,Gujarat,True,2024-02-11,39
CUST000358,Janaki Varghese,Jharkhand,True,2024-09-10,39
CUST000359,Siya Thakur,Gujarat,True,2024-01-21,32
CUST000360,Caleb Verma,Tamil Nadu,False,2024-06-05,34
CUST000361,Tara Balasubramanian,Madhya Pradesh,True,2024-05-09,62
CUST000362,Varenya Ratti,Rajasthan,True,2025-11-16,45
CUST000363,Hritik Swaminathan,Karnataka,True,2025-07-31,39
CUST000364,Ethan Buch,Jharkhand,True,2025-04-21,38
CUST000365,Manbir Bhatti,Tamil Nadu,False,2025-01-12,59
CUST000366,Anvi Nair,Telangana,True,2025-09-12,34
CUST000367,Chaitaly Setty,Assam,False,2024-04-27,22
CUST000368,Hardik Contractor,Bihar,True,2024-11-14,35
CUST000369,Qushi Seth,Uttar Pradesh,True,2025-08-15,34
CUST000370,Odika Nori,Maharashtra,True,2024-11-15,21
CUST000371,Mohini Sagar,Uttar Pradesh,True,2025-11-24,24
CUST000372,Dhriti Sane,Maharashtra,True,2025-02-10,42
CUST000373,Aadhya Prasad,Madhya Pradesh,False,2024-03-18,54
CUST000374,Urvi Bhavsar,Uttar Pradesh,True,2025-12-08,57
CUST000375,Frederick Chander,West Bengal,True,2024-09-05,57
CUST000376,Gopal Pradhan,Kerala,True,2025-12-14,60
CUST000377,Darpan Narayan,Uttar Pradesh,True,2025-12-01,26
CUST000378,Nirja Pandya,Kerala,True,2024-05-03,36
CUST000379,Charan Mani,West Bengal,True,2024-02-12,26
CUST000380,Indira Chawla,Maharashtra,True,2025-06-29,40
CUST000381,Mohammed Subramaniam,Odisha,True,2025-11-08,48
CUST000382,Hritik Palla,Madhya Pradesh,False,2024-03-11,49
CUST000383,Ishwar Mallick,Assam,False,2025-10-25,48
CUST000384,Pushti Bal,Odisha,True,2024-01-13,34
CUST000385,Ayush Gole,Kerala,True,2025-05-16,56
CUST000386,Dayamai Nori,West Bengal,False,2025-03-19,39
CUST000387,Abeer Golla,Bihar,True,2025-10-12,52
CUST000388,Nandini Boase,Punjab,True,2025-12-25,47
CUST000389,Azaan Chand,Kerala,True,2025-03-21,57
CUST000390,Krisha Saini,Telangana,True,2025-06-18,54
CUST000391,Harita Dugar,Tamil Nadu,True,2024-10-03,43
CUST000392,Devika Nair,Tamil Nadu,False,2025-07-05,23
CUST000393,Charles Dugal,Punjab,False,2025-04-21,51
CUST000394,Chandran Bumb,Tamil Nadu,False,2025-08-29,49
CUST000395,Saanvi Samra,Jharkhand,False,2024-11-26,42
CUST000396,Riya Sachdeva,Assam,True,2024-03-29,30
CUST000397,Tanveer Vala,Rajasthan,True,2025-04-06,55
CUST000398,Hemani Sani,Punjab,False,2025-04-20,55
CUST000399,Bhanumati Sur,Punjab,False,2025-09-16,19
CUST000400,Chakradev Kannan,Maharashtra,True,2024-12-10,22
CUST000401,Christopher Amble,Assam,False,2025-05-21,28
CUST000402,Charvi Kakar,Karnataka,True,2024-07-05,28
CUST000403,Aadhya Mann,Kerala,True,2024-08-05,41
CUST000404,Jagdish Amble,West Bengal,True,2024-09-21,31
CUST000405,Qushi Gill,Assam,True,2024-10-13,62
CUST000406,Lajita Walia,Tamil Nadu,True,2025-12-19,47
CUST000407,Xiti Pandya,Uttar Pradesh,True,2025-07-23,57
CUST000408,Mekhala Basak,Assam,True,2025-06-13,64
CUST000409,Anirudh Sharaf,Maharashtra,True,2024-03-28,61
CUST000410,Dhriti Sanghvi,West Bengal,True,2025-02-20,52
CUST000411,Omisha Mann,Jharkhand,False,2025-07-22,38
CUST000412,Nidhi Bail,Jharkhand,True,2025-12-08,22
CUST000413,Onveer Sharma,Gujarat,True,2025-10-23,55
CUST000414,Gaurang Sarkar,Madhya Pradesh,True,2025-04-03,19
CUST000415,Yagnesh Sarin,Rajasthan,True,2024-04-05,57
CUST000416,Farhan Randhawa,West Bengal,False,2024-08-14,54
CUST000417,Harinakshi Kant,West Bengal,True,2025-12-09,51
CUST000418,Om Bose,Madhya Pradesh,False,2024-11-09,28
CUST000419,Yashvi Hari,Punjab,True,2025-01-12,53
CUST000420,Indali Divan,Punjab,True,2025-07-20,28
CUST000421,Harshil Dhingra,Punjab,True,2024-12-18,26
CUST000422,Rudra Ghose,Maharashtra,True,2025-07-17,23
CUST000423,Faqid Goel,Karnataka,True,2024-12-26,51
CUST000424,Ucchal Sen,Uttar Pradesh,True,2024-10-04,64
CUST000425,Diya Dora,Karnataka,True,2024-09-14,54
